A1:AREA,A2:GROUP,B3:AGE,B5:SEX,B6:M-STATUS,B7:EDUCATION,B8:Household Size,C1:TOT_INCOME/A,C2:INCOME/B/FISH,C4:INCOME/B/ALT,C5:TOT_INCOME/B,D1.1:A_BIKE,D1.1-A_QTY,D1.2:A_MOTORC,D1.2-A_QTY,D1.3:A_TRICYCLE,D1.3-A_QTY,D1.4:A_CAR,D1.4-A_QTY,D1.5:A_JEEP,D1.5-A_QTY,D1.6:A_TRUCK,D1.6-A_QTY,D1.7:A_OTHERS,D1.7-A_QTY,D1/A:YC_VEH,D1/A:AC_VEH,D1/A:Ind_VEH,D2.1:A_TV,D2.1-A_QTY,D2.2:A_DVD,D2.2-A_QTY,D2.3:A_WASH-M,D2.3-A_QTY,D2.4:A_AC,D2.4-A_QTY,D2.5:A_E-FAN,D2.5-A_QTY,D2.6:A_FRIDGE,D2.6-A_QTY,D2.7:A_STOVE,D2.7-A_QTY,D2.8:A_E-HEATER,D2.8-A_QTY,D2.9:A_FURNITURE,D2.9-A_QTY,D2.10:A_OTHERS,D2.10-A_QTY,D2/A:YC_APP,D2/A:AC_APP,D2/A:Ind_APP,D3.1:A_CP,D3.1-A_QTY,D3.2:A_LANDLINE,D3.2-A_QTY,D3.3:A_COMPUTER,D3.3-A_QTY,D3.4:A_OTHERS,D3.4-A_QTY,D3/A:YC_GAD,D3/A:AC_GAD,D3/A:IndGAD,D/A:AVE_Ind_PA,E1:A_DRINK-H2O,E2:A_DOMESTIC-H2O,E3:A_POWER-SUP,E4:A_COOK-FUEL,E5:A_NET-SUBS,E/A:Ind_LIFECON,F1:A_HOUSE-OWN,F2:A_HOUSE-ACQ,F3:A_HOUSE-BUILT,F4:A_OTHER-RP,F/A:Ind_REALP,G1:A_SSS,G2:A_GSIS,G3:A_PhilHealth,G4:A_PN-IN,G5:A_LIFE-IN,G6:A_HEALTH-IN,G/A:Ind_INSU,A: SES_INDEX,D1.1:B_BIKE,D1.1-B_QTY,D1.2:B_MOTORC,D1.2-B_QTY,D1.3:B_TRICYCLE,D1.3-B_QTY,D1.4:B_CAR,D1.4-B_QTY,D1.5:B_JEEP,D1.5-B_QTY,D1.6:B_TRUCK,D1.6-B_QTY,D1.7:B_OTHERS,D1.7-B_QTY,D1/B:YC_VEH,D1/B:AC_VEH,D1/B:Ind_VEH,D2.1:B_TV,D2.1-B_QTY,D2.2:B_DVD,D2.2-B_QTY,D2.3:B_WASH-M,D2.3-B_QTY,D2.4:B_AC,D2.4-B_QTY,D2.5:B_E-FAN,D2.5-B_QTY,D2.6:B_FRIDGE,D2.6-B_QTY,D2.7:B_STOVE,D2.7-B_QTY,D2.8:B_E-HEATER,D2.8-B_QTY,D2.9:B_FURNITURE,D2.9-B_QTY,D2.10:B_OTHERS,D2.10-B_QTY,D2/B:YC_APP,D2/B:AC_APP,D2/B:Ind_APP,D3.1:B_CP,D3.1-B_QTY,D3.2:B_LANDLINE,D3.2-B_QTY,D3.3:B_COMPUTER,D3.3-B_QTY,D3.4:B_OTHERS,D3.4-B_QTY,D3/B:YC_GAD,D3/B:AC_GAD,D3/B:IndGAD,D/B:AVE_Ind_PA,E1:B_DRINK-H2O,E2:B_DOMESTIC-H2O,E3:B_POWER-SUP,E4:B_COOK-FUEL,E5:B_NET-SUBS,E/B:Ind_LIFECON,F1:B_HOUSE-OWN,F2:B_HOUSE-ACQ,F3:B_HOUSE-BUILT,F4:B_OTHER-RP,F/B:Ind_REALP,G1:B_SSS,G2:B_GSIS,G3:B_PhilHealth,G4:B_PN-IN,G5:B_LIFE-IN,G6:B_HEALTH-IN,G/B:Ind_INSU,B: SES_INDEX,H1:4Ps,H2:RET_P,H3:SPES,H4:AL_P,H5:TBE,H6:F_PC,H7:AS_P,H8:E/CW_P,H:Ind_ASWS,I1:FD_Y,I2:A/C_M,I3:???,I4:TFA,I5:TFV,I6.1:GN,I6.2:FT,I6.3:PPN,I6.4:H&L,I6.5:OTHERS,I7.1:LIFE_J,I7.2:LIFE_B,I7.3:F_LIGHT,I7.4:CP,I7.5:OTHERS,I8.1:BAD_W,I8.2:FISH_R,I8.3:BOAT_P,I8.4:FISH_COMP,I8.5:OTHERS,Y_BOAT-RE,NY_W/BOAT,BOAT_COND,J1:BOAT_AGREE,J2:BOAT_TYPE,J3:BOAT_DESIGN,J4:BOAT_COND,J4: REASON-NO,J5.1,J5.2,J5.3,J5.4,J5.5,J5.6,J5.7,J6:AVE_FBP-IMPT,J6.1,J6.2,J6.3,J6.4,J6.5,J6.6,J6:AVE_FBP-PERC,J7.1,J7.2,J7.3,J7.4,J7.5,J7:AVE_FBP-CONT
ABULUG,BENEFICIARY,43,Male,Married,College,4-6 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Meron,1,Wala,0,Meron,1,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,21.66666667,Iba pa,Ilog/lawa,Iba pa,Uling,Hindi,65,Iba pa,0,"Isang palapag (bungalow), gawa sa bato/semento",Bahay lang,71.875,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,44.71875,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,28.57142857,0.285714286,8.163265306,Wala,0,Meron,1,Wala,0,Meron,1,Meron,1,Meron,1,Meron,1,Wala,0,Wala,0,Meron,1,60,0.6,36,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,37.85714286,Iba pa,Ilog/lawa,Iba pa,Uling,Hindi,65,Iba pa,0,"Isang palapag (bungalow), gawa sa bato/semento",Bahay lang,71.875,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,49.57589286,Hindi,Hindi,Hindi,Oo,Hindi,Hindi,Oo,Hindi,25,1 hanggang 5 years,"Oo, tukuyin",1,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,Maliit na motorisadong bangka na may mababang makina,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,2017,7,1,2,1,4,2,1,4,5,4,3,4,3,3,3.714285714,2,3,3,2,3,3,2.666666667,4,3,3,3,3,3.2
ABULUG,BENEFICIARY,37,Male,Married,College,1-3 members,10K,10K to 20K,10K to 20K,4,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,14.28571429,0.142857143,2.040816327,Meron,1,Meron,1,Wala,0,Meron,1,Wala,0,Meron,1,Meron,1,Wala,0,Wala,0,Meron,1,60,0.6,36,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,33.0952381,Mineral water,Ilog/lawa,Wala,Uling,Oo,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,50.33482143,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,28.57142857,0.285714286,8.163265306,Meron,1,Meron,1,Wala,0,Meron,1,Wala,0,Meron,1,Meron,1,Wala,0,Wala,0,Wala,0,50,0.5,25,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,34.52380952,Mineral water,Ilog/lawa,Wala,Uling,Oo,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,50.76339286,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,1 hanggang 5 years,Hindi,0,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2017,7,2,2,1,4,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ABULUG,BENEFICIARY,26,Male,Single,High School,7-9 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Meron,1,30,0.3,9,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,18.33333333,Gripo,Balon,Iba pa,Uling,Hindi,40,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay lang,81.25,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,35.8125,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,30,0.3,9,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,14.76190476,Gripo,Balon,Iba pa,Uling,Hindi,40,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay lang,81.25,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,34.74107143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,18.75,1 hanggang 5 years,"Oo, tukuyin",1,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,Maliit na motorisadong bangka na may mababang makina,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,2,1,4,2,1,5,4,2,5,5,3,5,4.142857143,5,1,5,5,5,5,4.333333333,5,1,5,5,5,4.2
ABULUG,BENEFICIARY,52,Male,Married,High School,4-6 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Meron,1,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,21.66666667,Iba pa,Balon,Iba pa,Uling,Oo,75,Renta,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,30.20833333,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,36.80208333,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,28.57142857,0.285714286,8.163265306,Meron,1,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,31.19047619,Iba pa,Balon,Iba pa,Uling,Oo,75,Renta,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,30.20833333,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,39.65922619,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,Wala pang isang taon,"Oo, tukuyin",1,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017,7,1,1,1,4,2,1,5,2,1,5,1,1,1,2.285714286,1,1,5,2,5,5,3.166666667,1,5,1,5,5,3.4
ABULUG,BENEFICIARY,48,Male,Married,High School,7-9 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,10,0.1,1,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,3.333333333,Gripo,Balon,Iba pa,Uling,Hindi,40,Renta,0,Bahay kubo/ di sementado / iba pa,Bahay at lupa,39.58333333,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,20.89583333,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,10,0.1,1,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,8.095238095,Gripo,Balon,Iba pa,Uling,Hindi,40,Renta,0,Bahay kubo/ di sementado / iba pa,Bahay at lupa,39.58333333,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,20,26.32440476,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,12.5,Wala pang isang taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2017,7,2,2,1,4,1,0,5,5,1,5,5,1,5,3.857142857,5,5,5,5,5,5,5,1,5,5,5,5,4.2
ABULUG,BENEFICIARY,61,Male,Single,High School,1-3 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,8.333333333,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,71.875,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,34.21875,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,0,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,71.875,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,31.71875,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,Wala pang isang taon,"Oo, tukuyin",1,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,Maliit na motorisadong bangka na may mababang makina,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2017,7,2,2,1,4,1,0,5,5,3,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5
ABULUG,BENEFICIARY,46,Male,Married,Elementary,4-6 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,0,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Renta,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,30.20833333,Hindi,Oo,Hindi,Oo,Oo,Oo,80,37.30208333,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,0,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Renta,0,"Dalawang palapag, gawa sa bato/semento",Bahay at lupa,30.20833333,Hindi,Oo,Hindi,Oo,Oo,Oo,80,37.30208333,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,Wala pang isang taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda,Maliit na motorisadong bangka na may mababang makina,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2017,7,1,2,1,4,2,1,5,5,1,5,5,5,5,4.428571429,5,1,5,1,5,5,3.666666667,5,5,1,1,1,2.6
ABULUG,BENEFICIARY,33,Male,Livedin,Elementary,4-6 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,30,0.3,9,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,18.33333333,Mineral water,Ilog/lawa,Iba pa,Uling,Oo,75,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay lang,81.25,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,44.5625,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,30,0.3,9,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,23.0952381,Mineral water,Ilog/lawa,Iba pa,Uling,Oo,75,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Bahay lang,81.25,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,45.99107143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,6.25,1 hanggang 5 years,"Oo, tukuyin",1,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,Maliit na motorisadong bangka na may mababang makina,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2017,7,1,2,1,4,2,1,5,5,1,5,5,5,5,4.428571429,5,5,5,5,5,5,5,1,5,5,5,5,4.2
ABULUG,BENEFICIARY,33,Male,Livedin,High School,4-6 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,26.42857143,Iba pa,Ilog/lawa,Iba pa,Uling,Oo,85,Renta,0,"Isang palapag (bungalow), gawa sa bato/semento",Bahay at lupa,20.83333333,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,0,34.38690476,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,28.57142857,0.285714286,8.163265306,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,31.19047619,Iba pa,Ilog/lawa,Iba pa,Uling,Oo,85,Renta,0,"Isang palapag (bungalow), gawa sa bato/semento",Bahay at lupa,20.83333333,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,20,39.81547619,Hindi,Hindi,Hindi,Oo,Hindi,Oo,Hindi,Hindi,25,Wala pang isang taon,Hindi,0,Ang artisinal o tradisyunal na pangingisda gamit maliit na bangkaPagpapatakbo ng medium-scale commercial fishing gamit ang ,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2017,7,1,1,1,2,1,0,4,5,2,1,5,5,1,3.285714286,5,1,4,2,5,4,3.5,1,4,5,1,1,2.4
ABULUG,BENEFICIARY,40,Male,Married,College,4-6 members,10K,10K,10K,2,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Meron,1,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,20,0.2,4,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,15,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,44.90625,Meron,1,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,42.85714286,0.428571429,18.36734694,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,10,0.1,1,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,25.95238095,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,48.19196429,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,12.5,1 hanggang 5 years,Hindi,0,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,2017,7,1,2,1,4,2,1,5,5,1,5,5,2,5,4,5,3,5,5,5,5,4.666666667,2,5,5,5,1,3.6
ABULUG,BENEFICIARY,59,Male,Married,High School,4-6 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,20,0.2,4,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,19.76190476,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,46.33482143,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,10,0.1,1,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,8.095238095,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,42.83482143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,12.5,1 hanggang 5 years,Hindi,0,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2017,7,1,2,1,4,2,1,5,4,1,4,5,5,5,4.142857143,5,5,5,5,4,5,4.833333333,5,5,5,5,5,5
ABULUG,BENEFICIARY,75,Male,Widowed,Elementary,1-3 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Meron,1,30,0.3,9,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,14.76190476,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,44.83482143,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,20,0.2,4,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,11.42857143,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,43.83482143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,12.5,1 hanggang 5 years,Hindi,0,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2017,7,1,2,1,4,2,1,5,5,1,5,5,5,5,4.428571429,5,5,5,5,5,5,5,5,5,5,5,5,5
ABULUG,BENEFICIARY,42,Male,Married,Elementary,1-3 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Meron,1,Wala,0,Wala,0,Meron,1,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Meron,1,40,0.4,16,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,26.42857143,Mineral water,Ilog/lawa,Iba pa,Uling,Oo,75,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,53.33482143,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,14.28571429,0.142857143,2.040816327,Meron,1,Meron,1,Wala,0,Meron,1,Meron,1,Meron,1,Meron,1,Meron,1,Wala,0,Meron,1,80,0.8,64,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,31.42857143,Mineral water,Ilog/lawa,Iba pa,Uling,Oo,75,Iba pa,0,"Dalawang palapag, gawa sa bato/semento",Iba pa,90.625,Hindi,Oo,Hindi,Hindi,Hindi,Oo,40,58.83482143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Oo,Hindi,12.5,Wala pang isang taon,Hindi,0,Pagpapatakbo ng medium-scale commercial fishing gamit ang mga bangkang may motor,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017,7,1,2,1,4,2,1,4,5,1,5,5,5,3,4,3,3,3,4,3,5,3.5,5,4,4,3,5,4.2
ABULUG,BENEFICIARY,38,Male,Single,Elementary,1-3 members,10K,10K to 20K,10K,3,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,10,0.1,1,Wala,0,Wala,0,Wala,0,Meron,1,25,0.25,6.25,11.66666667,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,Bahay kubo/ di sementado / iba pa,Iba pa,100,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,46.25,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,14.28571429,0.142857143,2.040816327,Wala,0,Wala,0,Wala,0,Meron,1,Wala,0,Wala,0,Wala,0,Wala,0,Wala,0,Meron,1,20,0.2,4,Wala,0,Wala,0,Wala,0,Wala,0,0,0,0,11.42857143,Mineral water,Ilog/lawa,Iba pa,Uling,Hindi,55,Iba pa,0,Bahay kubo/ di sementado / iba pa,Iba pa,100,Hindi,Oo,Hindi,Hindi,Hindi,Hindi,20,46.17857143,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,Hindi,6.25,1 hanggang 5 years,Hindi,0,Ang artisinal o tradisyunal na pangingisda,"Wala, hindi ako gumagamit ng anumang sasakyang pandagat",0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2017,7,1,2,1,4,2,3,4,5,1,5,5,5,3,4,4,5,4,4,5,5,4.5,5,5,4,3,5,4.4
